reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,scraped_at
b1056d7c-8115-413f-9969-976b955825bc,Cam,https://play-lh.googleusercontent.com/a-/ALV-UjU5xsWRfv7VGpXsfxhLH5D0BPf4sFNJuse7-OCLvkxvjbFH0jsa,I pay for spotify premium. Podcasts all have ads built into them so you're forced to deal with them. The smart shuffle will only play the 10 songs it thinks are your favorite at the time even though it has a list of 800 songs you've liked. Theres way too much going on with the UI and it's just annoying to navigate the app over all. The entire app has no sense of genra. It will literally play songs at random if you tell it to recommend something based off a filter.,1,120,9.0.36.697,2025-05-01 23:34:46,,,9.0.36.697,2025-05-15 16:00:51
3953ce8e-c29e-4277-babe-f9512ec13519,Katie House,https://play-lh.googleusercontent.com/a-/ALV-UjUJPKRfpY6SD4zHI8MtwkkBaWygxC8N7NGbs2d0ClDWERR9J0RYPg,"Super interesting that Spotify said in-app that they were asking for ""bluetooth"" permission when what was REALLY requested was permission to locate/connect with nearby devices. (I was listening to music using bluetooth while this was happening, so it wasn't because my BT was off.) Why do you want that, Spotify? Couldn't be anything good if you have to trick people into granting you access. I'm switching to Tidal. So tired of this bull.",1,65,9.0.36.697,2025-05-02 06:05:52,,,9.0.36.697,2025-05-15 16:00:51
ec2836f4-11ae-4dbb-8cc1-d884ca8193cf,Alysabeth Deleon,https://play-lh.googleusercontent.com/a-/ALV-UjXGeJvc-WvGGAJLrHj7cYtYinbPOcYaWwhJhasFQXAuvqE0Miw9,"it's fine, I guess. I listen to many playlists but 2/3 of the songs can't be listened to because of spotify's stupid algorithm. I'm looking for another app because I'm sick of having to use all 6 of my skips to stop listening to the same song. spotify is so money hungry and doesn't even bother to fix the issue many people have with the app",2,92,9.0.36.697,2025-04-23 23:31:26,"Hey! We had a little hiccup earlier but everything should be running just fine now. If the same issue persists, give Customer Service a shout. Just search “Contact Us” at support.spotify.com.",2025-04-17 05:24:19,9.0.36.697,2025-05-15 16:00:51
1584e57b-d4e8-4527-b095-a71948fd68e6,LoAnd Behold,https://play-lh.googleusercontent.com/a-/ALV-UjXZ3cWwcdO3KycTnceVZapXj5svlgaHX2J1JDJX06TifYq65VdM,"I'm not sure I like being told that my collection is too big and that in order to add any more songs, or albums, I need to delete some of them first. I am paying you guys, am I not? Edit: 5/1/25 App refuses to download episodes and songs to SD card, despite it being an option. Had to uninstall/reinstall twice because after the 'transfer' the app freezes and takes an hour and a half to get back to a playable status.",2,51,9.0.36.697,2025-05-02 07:48:09,"Hi. We're open to feedback, and we'd love to get some more info about this. If you have the time, give our Customer Service a shout. You can find them by heading to http://support.spotify.com and searching ""Contact us"".",2025-05-02 09:32:59,9.0.36.697,2025-05-15 16:00:51
49be0f93-aa08-4442-949f-e511cc932a34,Beatrice Yarbrough,https://play-lh.googleusercontent.com/a-/ALV-UjULoi9PGLtuLgnJZdnwE3wH_urgOrpJzZkLg5Lc7BFrCWexEJN0,"Premium is good but expensive( I understand that artists need to be paid and the company wants profit). However, the non premium plan is almost a whole different app. Songs are added to my playlists that I did not want there, and I only have 6 skips and end up having to waste them on songs that shouldn't be there anyway. Have been trying to re-listen to a playlist that i finished, but when I press play on the PLAYLIST, it starts playing ""suggested songs."" Again, I have to waste skips.+much more",3,80,9.0.36.697,2025-05-05 06:06:13,,,9.0.36.697,2025-05-15 16:00:51
d23e9cb8-2510-4f3b-8c66-366971a541cf,AL,https://play-lh.googleusercontent.com/a-/ALV-UjUhnGB_OsrKubDyADm6JYu6kkbRRWYS3vEI65uZUFQ2e7WNE6Oe2A,"Spotify used to be incredible! Now, it's total trash! The connectivity is asteonomcally garbage - I could have 5G UC service, be playing downloaded songs, but Spotify will be constantly interrupted. I'm currently experiencing a complete blackout. I loved the way the queue was set-up, where you could see what was in the queue, & what was playing from the list - it was a large, legible set of tracks; now, it's a ""user-friendly"" mess, where it's impossible to see the queue, versus the list.",1,384,9.0.34.593,2025-04-16 21:01:43,,,9.0.34.593,2025-05-15 16:00:51
581243b4-a27c-4bb8-98dd-05e8cb92f0b4,Tabetha Baranski,https://play-lh.googleusercontent.com/a-/ALV-UjU_iLhs1DrkiJxVTNt-0XylwqGLTMSFh_SpooD3YKa6tlu81QUr,"I have the free version right now because I can not afford premium. I will get the ad saying ""listen for 30 minutes of ad free music"" then it literally plays 1 3-4 minute song before I get another 2 minute set of ads. I habe time stamped screen shots to prove this. At this point, I feel as though im listening to more ads than I am music and highly considering switching streaming services. We're getting to a point where I almost can't listen to music unless I pay. Fix it!",1,1707,9.0.34.593,2025-04-20 01:47:04,"Hi there, thanks for your feedback. No worries, we'll pass this along to the Ads team. To get the 30-minute ad-free music, be sure to keep the video ad in focus. Don't navigate to another app, browser, etc. Make sure that you're not accidentally clicking the ""No, thanks"" button as well, when prompted to watch the ad. Hope this helps.",2025-04-20 02:25:05,9.0.34.593,2025-05-15 16:00:51
10748a99-1e5c-452c-9f06-a2fe13ee578b,Olivia Doke,https://play-lh.googleusercontent.com/a-/ALV-UjXdaMLhYzlwQdTo0TEc5qBXMz78z9Y8NNWIsWXIaU6t3HLLc6Ab,"I do truly love the app, but the ads! My gods, there are ads after almost every song. I don't mean a single short ad, It's three minutes of ads for a minute long song. Ridiculous. UPDATE: My review went from two stars to one. The reply they left on my review was encouraging me to buy premium. That is absolutely absurd. I have two kids and rent to pay, I won't waste money on a premium version of an app that doesn't even work. My brother bought premium, and he still sees ads.",1,824,9.0.34.593,2025-04-15 09:35:59,"Hey! We're sorry to hear this, and we'll pass your feedback along to the Ads team. For an ad-free experience, we'd recommend checking out our Premium plans. If you've never had Premium before, you should be eligible for our trial. You can also check out other deals by heading over to spotify.com/premium.",2025-04-08 11:01:16,9.0.34.593,2025-05-15 16:00:51
c38b1e8c-ff36-42ab-a6da-c94c9f927b39,Callie Callie J.,https://play-lh.googleusercontent.com/a-/ALV-UjXa0hybtrJdid-iDsMPkg9lk7ajvXdSWu0iNJ3NjM9JUQtd9s3eWQ,"I had given this app 5 stars at one point because of the huge concern variety of music, podcasts and other material available and ease of navigation. Then I dropped it to 3 because I was having sign in issues, but still liked the app. Now the app doesn't even load pages, so can't play music. Don't know if it's issue stemming from my phone or the app itself being stupid. Either way, uninstalled and unsubscribed. Can't use, so why keep it? Moving on to other apps.",1,229,9.0.34.593,2025-04-16 21:39:00,"Hey there! Everything’s looking good on our end now. Also, check out the steps under “Spotify not playing” at support.spotify.com. If you're still having issues, we'd recommend getting in touch with our Customer Service. Just search for “Contact Us”.",2025-04-17 03:37:55,9.0.34.593,2025-05-15 16:00:51
f40ddf34-668e-4d22-9adb-703087c344c0,Artemis Cho,https://play-lh.googleusercontent.com/a-/ALV-UjUD4vvLwVOUhWqcPlRwynsW95dAcaphmpQrnEObLVHi8VNjIgR8bw,"I want to like but can't. 1) I have a playlist I want to listen to repetitively for coping (health issues) but they keep throwing in songs I DIDNT ADD!!! I need it for grounding 2) Also they say to listen to an ad to get 30mins free... and 3 mins later giving me ANOTHER AD. So unless you pay money (which you could've to just buy the songs and keep), then whats the point of the app? update: got an ad saying ill get 30mins for free after that ad. then they proceeded to give me 2 more ads. 🤦‍♀️",1,24,9.0.40.391,2025-05-06 18:46:03,,,9.0.40.391,2025-05-15 16:00:51
56b47bcc-df42-4058-add3-18dfd81fb27f,Lorenzo cominos,https://play-lh.googleusercontent.com/a-/ALV-UjXDFm3DXofg8DSvXcF4A7InexRIa8AIrysyLOmZTARQZnOJzk9e,this app plays Ads at 10x the volume of your program successfully blasting your eardrums into oblivion everytime there's an ad. I hate this app. This app magically deletes all my songs regularly just as I get somewhere with no signal or I'm in a foreign country. The sheer stupidity of having a tiny button at the top of the song list that drops all your songs instantly at the accidental flick of a finger is mind blowing to me. This app could use a lot of work.,1,206,9.0.34.593,2025-04-15 23:16:35,"Hey! We're sorry to hear this, and we'll pass your feedback along to the Ads team. For an ad-free experience, we'd recommend checking out our Premium plans. If you've never had Premium before, you should be eligible for our trial. You can also check out other deals by heading over to spotify.com/premium.",2025-04-15 23:25:21,9.0.34.593,2025-05-15 16:00:51
b0d2cb17-a25e-464a-ba7e-cf012de89c57,Julian Eaddy,https://play-lh.googleusercontent.com/a/ACg8ocJSyu5ODF1mThMl5upSOKG3Dxg7938HVl4OuO5JHEXEAVnboQ=mo,"The app works, but barely. It will throw ads at you every other song, and the ""30 minutes of uninterrupted listening"" is 5-8 minutes at best. On top of that, basic features such as rewinding or skipping a song are lost behind the Premium Paywall (which gets more expensive every 3 months). You can't even pick which song you want to listen to on your playlist, as it's stuck in shuffle mode. It's glitchy. When I opened my phone, music started playing, and it jacked up my volume to max. I'm done. 👎",2,563,9.0.20.604,2025-02-22 00:03:08,,,9.0.20.604,2025-05-15 16:00:51
36d7cde7-bb10-47e7-8376-4cd57cf93449,Rachel S.,https://play-lh.googleusercontent.com/a/ACg8ocKfgrN4atmwGpBOoGU1HbZ_oI0cbBPgYnCJ-nEGuyqGo4Waluc=mo,"Suddenly stopped working today. Anytime I go to my library, the app closes. If I even try to play a local file downloaded on my phone, it closes. I've been having a bug for many months where the app would close the first time I went to the ""New Episodes"" podcast playlist, but it was a minor annoyance. This is completely unusable. Frustrating that it happened the day after my monthly Premium charge happened! Hope it will be fixed soon.",1,2907,9.0.20.604,2025-02-23 14:47:54,,,9.0.20.604,2025-05-15 16:00:51
047cfa23-290d-42fc-bcb6-fd9c9bb21fc4,Heather cook,https://play-lh.googleusercontent.com/a/ACg8ocJ32qYqBsJT0z-JOvA_d77Xd-izL5gOKjRSGsWou32OLJ-Yqg=mo,"Normally a huge fan. I have over 20000 liked songs, I make a new playlist weekly for work. It has a huge issue scrolling past the first 30 or so songs. Maybe it's time for them to break up the liked songs into two alphabetical groups of you have over a certain amount of saved songs. It's becoming impossible to do the 1 thing I really depend on the app for. Yes, I have already deleted it, cleared out the cache, redownloaded it. No avail.",1,248,9.0.26.632,2025-03-19 04:22:50,"Hi! We're open to feedback, and we'd love to get some more info about this. If you have the time, give our Customer Service a shout. You can find them by heading to http://support.spotify.com and searching ""Contact us"".",2025-03-19 04:53:57,9.0.26.632,2025-05-15 16:00:51
224a9703-628d-48d5-aa93-e9f511768107,Abigail Hinkle,https://play-lh.googleusercontent.com/a-/ALV-UjWmhKp_RYSibqL2GG3OqgMyVc4ZA1qQrE4cKjN8c2MunhzFp8DZ,"Spotify is practically unusable free unless you're on PC. That's the only reason I give an extra star rather than just one. Even when you're on PC, you're getting around 2-4 30-second long ads every few songs even after ""30 minutes of ad-free listening"". On mobile, you can't turn shuffle off. Every time you go to play a song, it plays just the right amount of songs that AREN'T the song you clicked play for so that you use up all of your 6 free skips for the hour on the songs you had to go past.",2,549,9.0.32.624,2025-04-05 12:33:24,,,9.0.32.624,2025-05-15 16:00:51
1c90d916-a4a1-4a67-abe0-d93ccb5a7f08,Cindie Dowell,https://play-lh.googleusercontent.com/a-/ALV-UjVkRS4Pp17vwlm6lzGQCy0PgQ6s8CjqnChbRpM330xjA1-bgvptbQ,"Why remove the ability to delete a song from the play queue? I don't understand why I pay for an app that tries to control everything I listen to. Isn't that the whole point of paying? That, plus the fake ""shuffle"" feature makes me hate Spotify. Again, if it's a playlist I made, I like all of the songs! I don't need Spotify to play 5% of them over and over for me and never play the other 95%. I suppose it's time to find a new music service.",2,878,9.0.22.543,2025-03-01 19:56:42,,,9.0.22.543,2025-05-15 16:00:51
63b44072-d29e-4e6b-917c-a76b80f085f9,Analeigh Galindo,https://play-lh.googleusercontent.com/a-/ALV-UjUu_POgC4_10lEahsgSC_gGXxN1weIV6QdPF2nQNaRTJx3pLjhU,"Great navigation, love the system and format, especially the playlist making system. It's just SO MANY ads, and that's not something I usually complain about but seriously? After every other song? The thirty minute ad breaks don't even work, it's totally immersion breaking, especially getting the same ads over and over and the singing ones are just so annoying. Quit money grabbing, not everyone has money to throw away. Sometimes it just skips songs on its own and it's janky on Aux.",2,405,9.0.30.642,2025-03-31 11:02:33,,,9.0.30.642,2025-05-15 16:00:51
748ef0f1-d55f-4d02-9e24-14c028686482,Eden Valencia,https://play-lh.googleusercontent.com/a-/ALV-UjV8CEzjCJ8NpdGHwdbjbI66F8c0IiemhN9hiyyzuj65WUo6KCY,"This is the best app ever!!!!!!! Stupid Amazon music blocks almost every song so you cant listen to it and if you get premium nothing changes, in fact they TEMPT you to buy EVEN MORE STUFF but spotifys not like that also I'm on a chrome iOS and Spotify works surprisingly well more than other apps do, although I think its only on my computer, I have to uninstall it then download to open it up. I also love a feature where you can block explicit songs so if you have any kids or you are a kid do it!",5,195,9.0.28.630,2025-03-20 22:27:31,,,9.0.28.630,2025-05-15 16:00:51
116e1b1a-8439-4b11-ac7b-e428439af2d8,Chad,https://play-lh.googleusercontent.com/a/ACg8ocKla2YaUL2R5nnwbsC39lTtppwURx-u7nJtt-DZyTPc_kn0Hw=mo,"Downloaded songs and shuffle ruin the app. I use the app a lot out of service area so I download plenty of music to listen to. When I try to listen to the downloaded music the app only plays rap and hip hop, plays the same 10 songs over and over again out of 2500 plus downloaded songs. It sometimes won't even play other songs I try to select outside the apps chosen favorites, I click on it and it does nothing. It ruins the whole experience of using the app.",1,602,9.0.22.543,2025-03-05 22:08:07,,,9.0.22.543,2025-05-15 16:00:51
dd2255dc-2cdf-42c0-b53d-83f987dc93ef,Rheanon Adkins,https://play-lh.googleusercontent.com/a-/ALV-UjV0BCyfxsVuG1WkNE_IA0qsiK8XhZ_zDnndQg2xJjoe2o7LZVI,"way more ads than music. playlist constantly closes, and you have to start over. constantly pauses for no reason. tells you 30 minutes ad free, which only crashes the ap or plays more ads. this app only gets worse with time. you can't even use it while driving because it forces you to open up the ap and physically look at the ads. dont waste your time. just go to youtube music if you want a good music app. after 10 years of use, i can happily say im uninstalling this archaic garbage.",1,1312,9.0.28.630,2025-03-27 07:23:23,"Hi! We’re sorry to hear this and thanks for letting us know. We’d like to investigate further. If you have time, could you reach out to our Customer Support team again with a screenshot of your review and our reply? You can reach them at https://support.spotify.com/contact-spotify-anonymous/.",2025-03-23 07:50:58,9.0.28.630,2025-05-15 16:00:51
58e60f51-6b35-4638-9f20-39a4fe0ef85f,Brynn Sisk,https://play-lh.googleusercontent.com/a-/ALV-UjX_RCMn2tM-zC7wQbS6bkggOcD3_RbPo3-Dotpf9c-NxLf75Xrh,"I have premium, and i used to adore this app. however, for the past week or so, the app will just stop playing music after a couple of songs. I have to fully close and restart the app then restart the playlist, and then the process begins all over again. it's infuriating. update, 7/24/24: this still happens sometimes, but now the issue is the removal of songs from my liked playlist. doesnt matter if i liked them years or minutes prior to checking my liked songs, certain ones just wont show up :/",2,179,9.0.28.630,2025-03-25 03:29:00,,,9.0.28.630,2025-05-15 16:00:51
f09d97d7-700a-4ffd-8474-af0bd96d9fc8,DeWitt Powers,https://play-lh.googleusercontent.com/a-/ALV-UjV80fw5Z8v857IAQ0-wi0DqjFB4bOEOiJjXSy1MbPxLt-PrCrV5kg,"One step forward, two steps back. The updated queue is nice for swiping songs away, but now it sucks for removing multiple songs at once. It makes it easier to accidentally play the song instead of removing it too. The add to playlist function is broken now after the much needed multi-playlist update. Now if you hit the back button on your phone or in the app, it will clear all your playlists you've added so far and either start you over or close the add to playlist screen altogether. Annoying.",2,377,9.0.22.543,2025-03-06 01:55:06,,,9.0.22.543,2025-05-15 16:00:51
1ff13580-49ce-4391-b066-eb18fc44409d,Liz Bee,https://play-lh.googleusercontent.com/a-/ALV-UjVFqBTvy3_ay-SdxLGOjBgZKld1mGH3pNhTTgdEeKCmJnS13TT_LQ,"Terribly created app. can't turn shuffle off. Downloading your library does nothing - it cannot access it if you are not connected to internet. It downloads when it shouldn't and costs hundreds of dollars if you aren't on an unlimited data plan. It is purposely created to break if you try to skip commercials in a podcast, to the point that it must be uninstalled and reinstalled. It doesn't pay musicians or artists what they're due. It is quite literally the worst app, RIP Google play music.",1,368,9.0.28.630,2025-03-30 03:17:24,,,9.0.28.630,2025-05-15 16:00:51
ab69f152-a915-4ad9-82b1-6f869036a1bd,Erica Northup,https://play-lh.googleusercontent.com/a-/ALV-UjVORZmAf3aMDQf-6zwhd6Dhlbzl6HBT7NwKDKg4jl6KI0Ohefab,"Used to be able to listen to it all day with no issues. Then, at the end of 2024, I'd get 20 minutes of music, and it gets stuck on an ad. I've looked into it numerous times and was told it's my wifi. My wifi is fine. It's the app. This needs to be fixed, or the apps are going to lose a lot of people to Pandora or YouTube. I've already started to make the switch. I'd love to stay with spotify. I like how the app works WHEN IT WORKS. But it doesn't anymore.",3,368,9.0.20.604,2025-02-20 19:24:56,,,9.0.20.604,2025-05-15 16:00:51
5b639782-2d95-45c7-92d2-2d4bf98f5d88,S Miller,https://play-lh.googleusercontent.com/a/ACg8ocI82loZ4HBXCLamKYLwocoU0Jd_a5_6kC2Bi_LCulgJBE1e1A=mo,"A slight hiccup is happening recently (January 2025... still there March 2025) - every time I open the app and click on any option, it shuts down. I can immediately reopen it and it works fine. But it seems to need to shut down at least once. I believe it's typically when I choose ""Your Library"", ""New Episodes"". Have used app for years and love it.",5,10476,9.0.28.630,2025-03-20 17:04:48,,,9.0.28.630,2025-05-15 16:00:51
ef49dcf3-6d0d-4ae5-b4e1-a93f94e1f97b,ryan pigeon,https://play-lh.googleusercontent.com/a/ACg8ocKKzO6wZ3BpaNFfAW42hOQ_nCikKez83GLJDkK1F77Tjh8zZQ=mo,"Don't fall asleep with Spotify playing. it will start playing random bad podcasts, which will then forever be auto-played, with NO options to remove the unwanted programs from your lists or not play them. FIX THIS! ok app for music and podcasts, but the Adds are ridiculous! I Pay for premium to get away from the adds, but there is still 2 adds every 10 min, only now I can skip them... and you have to have signal to access downloaded songs/files, making it pointless to download them. frustrating",2,284,9.0.28.630,2025-03-21 19:41:04,"Hi. We're open to feedback, and we'd love to get some more info about this. If you have the time, give our Customer Service a shout. You can find them by heading to http://support.spotify.com and searching ""Contact us"".",2025-03-21 19:42:41,9.0.28.630,2025-05-15 16:00:51
eeb8fc69-8a98-4f8a-a1e1-37edf2f67aa8,Max Wen,https://play-lh.googleusercontent.com/a-/ALV-UjU5_37BVNZKWIIQSH-lQNjt7r_m80nX37UkrVx1QlEIakKvzwo,"so many years and no updates to the UIX but more and more irrelevant ads. even when it says ""listen to this ad for 30 minutes of uninterrupted music"" it's a complete lie and I'll get another ad after 2 songs. sometimes I open the app and it will have a popular song of the time ready to play even though it doesn't match anything I've ever listened to, they are just trying to boost the play numbers for some artists. impossible to use this app and not see the scam this entire industry is.",1,432,9.0.26.632,2025-03-16 14:10:36,"We're sorry to hear this, and we'll pass your feedback along to the Ads team. For an ad-free experience, we'd recommend checking out our Premium plans. If you've never had Premium before, you should be eligible for our trial. You can also check out other deals by heading over to spotify.com/premium.",2025-03-16 14:46:23,9.0.26.632,2025-05-15 16:00:51
14b929f0-43d8-4297-b0a4-83fdc16d217c,Nemi Santos,https://play-lh.googleusercontent.com/a/ACg8ocJeczsmt-dNdHdFw7bw6PQxW1W2VCACpWmtMK0gpNZky_ffXw=mo,"I used to loved this app, but now we have a lot of new issues rather than solutions. The new queue system sucks. Can't delete several songs at once. The new ""clear"" buttom only clears songs in the ""queue"" I DONT WANT TO DELETE EVERY SINGLE SONG INDIVIDUALLY! New closed captions on podcast are on the top, it's annoyin When Spotify is open on my PC and I change the volume on my phone, it only changes the volumen on my pc! This app gets worse by the minute and it's seems less worth each time!",1,1133,9.0.28.630,2025-03-27 00:38:35,,,9.0.28.630,2025-05-15 16:00:51
4d19681b-470c-4cdf-b0db-6b0b65eb75da,William Detlefsen,https://play-lh.googleusercontent.com/a/ACg8ocIEqBcM077DnMD3lgDAc0LlK48tj99qydrw7RBOwo2VP4e47g=mo,"This app has become increasingly clunky and riddled with ads. After listening to a downloaded podcast and deleting it, Spotify keeps it in your queue, cluttering it up and making it harder to find podcasts you haven't listened to. When fast-forwarding past intros and ads, it will randomly put you back at the beginning. If you're looking for a podcast player, I'd recommend going elsewhere.",2,175,9.0.28.630,2025-03-20 17:50:06,,,9.0.28.630,2025-05-15 16:00:51
936f32e0-b955-4bce-bda2-13f86963d0b3,Fizz,https://play-lh.googleusercontent.com/a-/ALV-UjVggyWTZOZAgvdMgmE82URtmuBMlo642Ot3AJPZij1aXmQmHvrx,"Still love the app, but I have to say that the UI change to the queue is so intensely frustrating to me. I enjoy that it shows the album covers, but please for the love of all that is holy, separate the things I added to the queue myself from the ""next in playlist"" section again. The way it looks now is super messy to me and really messes with the way I use it.",4,688,9.0.26.632,2025-03-15 11:26:16,,,9.0.26.632,2025-05-15 16:00:51
